mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6.0	0	0	4/4	4	1	a.i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	6	6	2.0	1/2	1/2	4/4	4	1	VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	8	8	2.0	0	0	4/4	4	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	10	10	2.0	1/2	1/2	4/4	4	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
4	4	12	12	2.0	0	0	4/4	4	1	i|IAC}{	a	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
4	4	14	14	2.0	1/2	1/2	4/4	4	1	iio6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	16	16	2.0	0	0	4/4	4	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
5	5	18	18	2.0	1/2	1/2	4/4	4	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
6	6	20	20	2.0	0	0	4/4	4	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	22	22	2.0	1/2	1/2	4/4	4	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	24	24	1.0	0	0	4/4	4	1	i|EC}{	a	i		i	i					EC	}{	m	1	1	0, -3, 1		0	0
7	7	25	25	1.0	1/4	1/4	4/4	4	1	V/iv	a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
7	7	26	26	1.0	1/2	1/2	4/4	4	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	27	27	1.0	3/4	3/4	4/4	4	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
8	8	28	28	1.0	0	0	4/4	4	1	iv6(2)	a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	8	29	29	1.0	1/4	1/4	4/4	4	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	30	30	2.0	1/2	1/2	4/4	4	1	V|HC}{	a	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1
9	9	32	32	2.0	0	0	4/4	4	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	34	34	2.0	1/2	1/2	4/4	4	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
10	10	36	36	2.0	0	0	4/4	4	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	38	38	2.0	1/2	1/2	4/4	4	1	iio6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
11	11	40	40	1.0	0	0	4/4	4	1	V2	a	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
11	11	41	41	1.0	1/4	1/4	4/4	4	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	42	42	1.0	1/2	1/2	4/4	4	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	43	43	1.0	3/4	3/4	4/4	4	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
12	12	44	44	4.0	0	0	4/4	4	1	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
