mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.0	0	1/2	3/4	3	1	g.i{		g	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	3	3	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
3	2	4	4	2.0	0	0	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	2	6	6	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
4	3	7	7	1.0	0	0	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	3	8	8	1.0	1/4	1/4	3/4	3	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	9	9	1.0	1/2	1/2	3/4	3	1	#viio	V65	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
5	4	10	10	2.0	0	0	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	4	12	12	1.0	1/2	1/2	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	5	13	13	1.0	0	0	3/4	3	1	ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
6	5	14	14	2.0	1/4	1/4	3/4	3	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
7	6	16	16	3.0	0	0	3/4	3	1	I/III}		g	i		I/III	I				III		}	M	1	1	-3, 1, -2		-3	-3
7	6	18	18	0.0	1/2	1/2	3/4	3	1	{		g	i									{		1	1				
8	7	19	19	1.0	0	0	3/4	3	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	7	20	20	2.0	1/4	1/4	3/4	3	1	V65	viio	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	22	22	1.0	0	0	3/4	3	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
9	8	23	23	1.0	1/4	1/4	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
9	8	24	24	1.0	1/2	1/2	3/4	3	1	VI6		g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	9	25	25	1.0	0	0	3/4	3	1	ii%2		g	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
10	9	26	26	1.0	1/4	1/4	3/4	3	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
10	9	27	27	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
11	10	28	28	1.0	0	0	3/4	3	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
11	10	29	29	2.0	1/4	1/4	3/4	3	1	iio64	ii%43	g	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
12	11	31	31	9.0	0	0	3/4	3	1	V|HC}		g	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
13	12	36	36	0.0	1/2	1/2	3/4	3	1	{		g	i									{		1	1				
15	14	40	40	2.0	0	0	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	14	42	42	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
16	15	43	43	2.0	0	0	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	15	45	45	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
17	16	46	46	1.0	0	0	3/4	3	1	i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
17	16	47	47	1.0	1/4	1/4	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	16	48	48	1.0	1/2	1/2	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
18	17	49	49	1.0	0	0	3/4	3	1	III.iii(4)		g	III		iii(4)	iii			4				m	1	0	4, 3, 5		4	4
18	17	50	50	1.0	1/4	1/4	3/4	3	1	iii6		g	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
18	17	51	51	1.0	1/2	1/2	3/4	3	1	iii		g	III		iii	iii							m	1	0	4, 1, 5		4	4
19	18	52	52	1.0	0	0	3/4	3	1	IV(9)		g	III		IV(9)	IV			9				M	1	0	-1, 3, 0	1	-1	-1
19	18	53	53	1.0	1/4	1/4	3/4	3	1	IV6		g	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
19	18	54	54	1.0	1/2	1/2	3/4	3	1	vii%7		g	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
20	19	55	55	1.0	0	0	3/4	3	1	I(4)		g	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
20	19	56	56	1.0	1/4	1/4	3/4	3	1	I		g	III		I	I							M	1	0	0, 4, 1		0	0
20	19	57	57	1.0	1/2	1/2	3/4	3	1	iii6	V(6)	g	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
21	20	58	58	1.0	0	0	3/4	3	1	IV65		g	III		IV65	IV		65					Mm7	1	0	3, 0, -3, -1		-1	3
21	20	59	59	1.0	1/4	1/4	3/4	3	1	viio	V65	g	III		viio	vii	o						o	1	0	5, 2, -1		5	5
21	20	60	60	1.0	1/2	1/2	3/4	3	1	V7		g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	21	61	61	1.0	0	0	3/4	3	1	I(9)		g	III		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
22	21	62	62	1.0	1/4	1/4	3/4	3	1	I		g	III		I	I							M	1	0	0, 4, 1		0	0
22	21	63	63	1.0	1/2	1/2	3/4	3	1	I6		g	III		I6	I		6					M	1	0	4, 1, 0		0	4
23	22	64	64	1.0	0	0	3/4	3	1	ii65		g	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
23	22	65	65	2.0	1/4	1/4	3/4	3	1	V		g	III		V	V							M	1	0	1, 5, 2		1	1
24	23	67	67	2.0	0	0	3/4	3	1	I|PAC}		g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
24	23	69	69	1.0	1/2	1/2	3/4	3	1	I6{		g	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
25	24	70	70	3.0	0	0	3/4	3	1	IV		g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
26	25	73	73	2.0	0	0	3/4	3	1	V2		g	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
26	25	75	75	1.0	1/2	1/2	3/4	3	1	I6		g	III		I6	I		6					M	1	0	4, 1, 0		0	4
27	26	76	76	1.0	0	0	3/4	3	1	IV7		g	III		IV7	IV		7					Mm7	1	0	-1, 3, 0, -3		-1	-1
27	26	77	77	1.0	1/4	1/4	3/4	3	1	V(4)		g	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
27	26	78	78	1.0	1/2	1/2	3/4	3	1	V		g	III		V	V							M	1	0	1, 5, 2		1	1
28	27	79	79	3.0	0	0	3/4	3	1	I|PAC}		g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
28	27	81	81	0.0	1/2	1/2	3/4	3	1	{		g	III									{		1	0				
29	28	82	82	2.0	0	0	3/4	3	1	i.i		g	i		i	i							m	1	1	0, -3, 1		0	0
29	28	84	84	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
30	29	85	85	2.0	0	0	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
30	29	87	87	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
31	30	88	88	1.0	0	0	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
31	30	89	89	1.0	1/4	1/4	3/4	3	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
31	30	90	90	1.0	1/2	1/2	3/4	3	1	#viio	V65	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
32	31	91	91	2.0	0	0	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	31	93	93	1.0	1/2	1/2	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
33	32	94	94	1.0	0	0	3/4	3	1	ii7/III		g	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1
33	32	95	95	2.0	1/4	1/4	3/4	3	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
34	33	97	97	3.0	0	0	3/4	3	1	I/III}		g	i		I/III	I				III		}	M	1	1	-3, 1, -2		-3	-3
34	33	99	99	0.0	1/2	1/2	3/4	3	1	{		g	i									{		1	1				
35	34	100	100	1.0	0	0	3/4	3	1	i.IV65		g	i		IV65	IV		65					Mm7	1	1	3, 0, -3, -1		-1	3
35	34	101	101	1.0	1/4	1/4	3/4	3	1	#viio	V65	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
35	34	102	102	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
36	35	103	103	1.0	0	0	3/4	3	1	i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
36	35	104	104	1.0	1/4	1/4	3/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
36	35	105	105	1.0	1/2	1/2	3/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
37	36	106	106	1.0	0	0	3/4	3	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	36	107	107	2.0	1/4	1/4	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
38	37	109	109	2.0	0	0	3/4	3	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
38	37	110	110	0.0	1/4	1/4	3/4	3	1	{		g	i									{		1	1				
38	37	111	111	1.0	1/2	1/2	3/4	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
39	38	112	112	3.0	0	0	3/4	3	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
40	39	115	115	2.0	0	0	3/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
40	39	117	117	2.0	1/2	1/2	3/4	3	1	iv7		g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
41	40	119	119	1.0	1/4	1/4	3/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
41	40	120	120	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
42	41	121	121	2.0	0	0	3/4	3	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
42	41	122	122	0.0	1/4	1/4	3/4	3	1	{		g	i									{		1	1				
42	41	123	123	1.0	1/2	1/2	3/4	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
43	42	124	124	3.0	0	0	3/4	3	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
44	43	127	127	2.0	0	0	3/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	129	129	2.0	1/2	1/2	3/4	3	1	iv7		g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
45	44	131	131	1.0	1/4	1/4	3/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
45	44	132	132	1.0	1/2	1/2	3/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
46	45	133	133	2.0	0	0	3/4	3	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
