mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	4/4	4	1	F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1	1.0	1/4	1/4	4/4	4	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	2	2	1.0	1/2	1/2	4/4	4	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
1	1	3	3	1.0	3/4	3/4	4/4	4	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	4	4	1.0	0	0	4/4	4	1	ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
2	2	5	5	1.0	1/4	1/4	4/4	4	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
2	2	6	6	1.0	1/2	1/2	4/4	4	1	I|IAC}	F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
2	2	7	7	1.0	3/4	3/4	4/4	4	1	V.I6{	F	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
3	3	8	8	1.0	0	0	4/4	4	1	ii7	F	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
3	3	9	9	1.0	1/4	1/4	4/4	4	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	10	10	1.0	1/2	1/2	4/4	4	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	4	1	V2/IV	F	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
4	4	12	12	1.0	0	0	4/4	4	1	IV6(2)	F	V		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
4	4	13	13	1.0	1/4	1/4	4/4	4	1	ii7	F	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	4	14	14	0.5	1/2	1/2	4/4	4	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
