mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	4/4	4	1	b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	1.0	1/4	1/4	4/4	4	1	V6		b	i		V6	V		6					M	1	1	5, 2, 1		1	5
1	1	2	2	3.0	1/2	1/2	4/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	5	1.0	1/4	1/4	4/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	6	6	1.0	1/2	1/2	4/4	4	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
2	2	7	7	1.0	3/4	3/4	4/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	8	8	2.0	0	0	4/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
3	3	10	10	1.0	1/2	1/2	4/4	4	1	III.I{		b	III		I	I						{	M	1	0	0, 4, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	4	1	V6		b	III		V6	V		6					M	1	0	5, 2, 1		1	5
4	4	12	12	1.0	0	0	4/4	4	1	IV6		b	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
4	4	13	13	1.0	1/4	1/4	4/4	4	1	iii6		b	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
4	4	14	14	1.0	1/2	1/2	4/4	4	1	ii6(2)		b	III		ii6(2)	ii		6	2				m	1	0	-1, 3, 4		2	-1
4	4	15	15	1.0	3/4	3/4	4/4	4	1	viio7/V		b	III		viio7/V	vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
5	5	16	16	1.0	0	0	4/4	4	1	V(4)		b	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
5	5	17	17	1.0	1/4	1/4	4/4	4	1	V		b	III		V	V							M	1	0	1, 5, 2		1	1
5	5	18	18	2.0	1/2	1/2	4/4	4	1	I|IAC}		b	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
6	6	20	20	1.0	0	0	4/4	4	1	i.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
6	6	21	21	1.0	1/4	1/4	4/4	4	1	V6		b	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	22	22	3.0	1/2	1/2	4/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	7	25	25	1.0	1/4	1/4	4/4	4	1	viio64/iv	V2/iv	b	i		viio64/iv	vii	o	64		iv			o	1	1	-9, -3, -6		-3	-9
7	7	26	26	2.0	1/2	1/2	4/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	28	28	1.0	0	0	4/4	4	1	ii%7/iv		b	i		ii%7/iv	ii	%	7		iv			%7	1	1	1, -2, -5, -1		1	1
8	8	29	29	1.0	1/4	1/4	4/4	4	1	V7/iv		b	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
8	8	30	30	1.0	1/2	1/2	4/4	4	1	iv(4)		b	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
8	8	31	31	1.0	3/4	3/4	4/4	4	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	32	32	2.0	0	0	4/4	4	1	V65		b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	34	34	1.0	1/2	1/2	4/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
9	9	35	35	1.0	3/4	3/4	4/4	4	1	VI6		b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	10	36	36	1.0	0	0	4/4	4	1	v6(2)		b	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
10	10	37	37	1.0	1/4	1/4	4/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	10	38	38	1.0	1/2	1/2	4/4	4	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
10	10	39	39	1.0	3/4	3/4	4/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	40	40	1.0	0	0	4/4	4	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	41	41	1.0	1/4	1/4	4/4	4	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	42	42	1.0	1/2	1/2	4/4	4	1	ii%65		b	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
11	11	43	43	1.0	3/4	3/4	4/4	4	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
12	12	44	44	1.5	0	0	4/4	4	1	i|PAC}		b	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
12	12	89/2	89/2	0.0	1/8	1/8	4/4	4	1	{		b	i									{		1	1				
12	12	91/2	91/2	0.5	3/8	3/8	4/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
12	12	46	46	1.0	1/2	1/2	4/4	4	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
12	12	47	47	1.0	3/4	3/4	4/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	48	48	4.0	0	0	4/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
