mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	81					
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	#			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	82					
6	6	22	22	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	83					
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6			
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	84					
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	85					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	86					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	87					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	88					
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	89					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	90					
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	91					
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	92					
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	93					
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	94					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	95					
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	96					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	97					
7	7	26	26	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	98					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	99					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	100					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	h			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	101					
7	7	26	26	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	102					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	103					
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	104					
8	8	29	29	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	105					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	106					
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	107					
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	108					
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	109					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	110					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	111					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	112					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	113					
8	8	28	28	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	114					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	115					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	116					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	117					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	9	#		
8	8	28	28	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	118					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	8			
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	119					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7	#		
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	120					
8	8	63/2	63/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6			
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	121					
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	122					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	123					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	124					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	125					
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	126					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	127					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	128					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	129					
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	130					
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	131					
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	132					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	133					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	134					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5		
9	9	32	32	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	135					
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	136					
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	#			
9	9	33	33	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	137					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	138					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				3/8	b			
9	9	34	34	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	139					
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	#			
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	140					
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	141					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	142					
10	10	37	37	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	143					
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	144					0
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	145					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	146					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	147					
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	148					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	149					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	150					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	151					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	152					
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	153					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	154					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	155					
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	7			
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	156					
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6	5		
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	157					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5	4		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	158					
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	3			
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	159					
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	160					1
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	161					
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	162					
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	163					2
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	164					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	165					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	166					
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	167					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	168					
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	169					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	170					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	171					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	172					
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	173					
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	174					
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	175					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	176					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	177					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	178					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	179					
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	180					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	7	#		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	181					
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	5			
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	182					
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	183					
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	184					
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	185					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	186					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	187					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	188					
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	189					
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	190					3
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	191					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	192					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	193					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	194					
12	12	44	44	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	195					
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	196					
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	197					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	198					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	199					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	200					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	201					
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	7	b		
12	12	44	44	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	202					
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	203					
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6	b		
12	12	45	45	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	204					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	205					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	206					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	207					
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	208					
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	209					4
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	210					
13	13	49	49	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	211					
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	212					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	213					
13	13	48	48	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	214					
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	215					5
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	216					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	217					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	218					
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	219					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	220					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	221					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	222					
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	6	5		
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	223					
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6	5		
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	224					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	9			
13	13	50	50	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	225					
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	8			
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	b6			
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	226					
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	227					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	228					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	229					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	230					
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	231					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	232					
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	233					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	234					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	235					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	236					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	237					
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	238					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	239					
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	240					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	241					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	242					
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	b5			
14	14	52	52	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	243					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	244					
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	#			
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	245					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	246					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	247					
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	248					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	249					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	250					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	251					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	252					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	253					
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	254					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	255					
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	256					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	257					
